;;;;;;ABRIS;;;;;;;;;;;;;;;;;;
;;;;;;;"Conséquence 1
(Bien être mental et physique)";;;"Conséquence 2
(Conditions de vie)";;;Total;;;;;;;;;;;
Province;Code Province;Territoire;Code Terrtoire;Zone de santé;"Code
Zone de santé";Score de Sévérité;Personnes dans le besoin;Personnes ciblées;Budget;Personnes dans le besoin;Personnes ciblées;Budget;Personnes dans le besoin;Personnes ciblées;Budget;;Déplacés FAMAC moins de 6 mois / sévérité 3, 4, 5;Non-déplacés résidents dans une zone de déplacement / sévérité 3, 4, 5;Déplacés de moins de 6 mois sur les sites / sévérité 3, 4, 5;Déplacés de moins de 6 mois en centres collectifs / sévérité 3, 4, 5;Retournés de moins de 6 mois / sévérité 3, 4, 5; Retournés de moins de 6 mois victimes d’une occupation secondaire  / sévérité 3, 4, 5;Déplacés de plus de 6 mois en famille d'accueil (et dans des centres collectifs)  / sévérité 3, 4, 5;Déplacés de plus de 6 mois sur les sites de déplacés  / sévérité 3, 4, 5
Kinshasa;CD10;Kinshasa;CD1000;Bandalungwa;CD1000ZS01;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Kinshasa;CD10;Kinshasa;CD1000;Barumbu;CD1000ZS02;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Kinshasa;CD10;Kinshasa;CD1000;Binza Meteo;CD1000ZS03;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Kinshasa;CD10;Kinshasa;CD1000;Binza Ozone;CD1000ZS04;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Kinshasa;CD10;Kinshasa;CD1000;Biyela;CD1000ZS05;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Kinshasa;CD10;Kinshasa;CD1000;Bumbu;CD1000ZS06;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Kinshasa;CD10;Kinshasa;CD1000;Gombe;CD1000ZS07;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Kinshasa;CD10;Kinshasa;CD1000;Kalamu I;CD1000ZS08;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Kinshasa;CD10;Kinshasa;CD1000;Kalamu II;CD1000ZS09;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
